fid,alignment,distance,angle,elev_1,quatbase_1,overburden_m,fid_2,ID,SYMBOL,EINHEIT,GRUPPE,SUBGRUPPE,LITHO_SYMB,LITHOLOGIE,LITHOLOG_1,SYSTEM,SERIE1,SUBSERIE1,STUFE1,SUBSTUFE1,SERIE2,SUBSERIE2,STUFE2,SUBSTUFE2,BEARBEITUN,AENDERUNGS,AKTUALISIE,GE_NR,Shape_Leng,Shape_Area
"126",alignment,250,179.574544110743,246.020004272461,234.739990234375,11.2800140380859,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"127",alignment,260,179.574544110743,246,235.175735473633,10.8242645263672,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"128",alignment,270,179.574544110743,246,235.611465454102,10.3885345458984,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"129",alignment,280,179.574544110743,245.889999389648,236.047210693359,9.84278869628906,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"130",alignment,290,179.574544110743,245.779998779297,236.482940673828,9.29705810546875,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"131",alignment,300,179.574544110743,246.320007324219,236.918685913086,9.40132141113281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"132",alignment,310,179.574544110743,246.449996948242,237.354415893555,9.0955810546875,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"133",alignment,320,179.574544110743,246.679992675781,237.790161132813,8.88983154296875,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"134",alignment,330,179.574544110743,246.740005493164,237.98518371582,8.75482177734375,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"135",alignment,340,179.574544110743,246.710006713867,238.003784179688,8.70622253417969,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"136",alignment,350,179.574544110743,246.100006103516,238.192962646484,7.90704345703125,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"137",alignment,360,179.574544110743,245.179992675781,238.198043823242,6.98194885253906,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"138",alignment,370,179.574544110743,244.690002441406,238.271057128906,6.4189453125,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"139",alignment,380,179.574544110743,244.259994506836,238.311599731445,5.94839477539063,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"140",alignment,390,179.574544110743,243.539993286133,238.429916381836,5.11007690429688,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"141",alignment,400,179.574544110743,243.630004882813,238.622482299805,5.00752258300781,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"142",alignment,410,179.574544110743,243.460006713867,238.925796508789,4.53421020507813,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"143",alignment,420,179.574544110743,242.789993286133,239.229125976563,3.56086730957031,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"144",alignment,430,179.574544110743,242.929992675781,239.532455444336,3.39753723144531,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"145",alignment,440,179.574544110743,243.759994506836,239.83576965332,3.92422485351563,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"146",alignment,450,179.574544110743,244.5,240.139083862305,4.36091613769531,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"147",alignment,460,179.574544110743,244.940002441406,240.442413330078,4.49758911132813,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"148",alignment,470,179.574544110743,245.419998168945,240.745727539063,4.67427062988281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"149",alignment,480,179.574544110743,245.320007324219,241.049057006836,4.27095031738281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"150",alignment,490,179.574544110743,245.25,241.35237121582,3.89762878417969,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"151",alignment,500,179.574544110743,247.580001831055,241.655685424805,5.92431640625,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"152",alignment,510,179.574544110743,248.410003662109,241.902267456055,6.50773620605469,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"153",alignment,520,179.574544110743,248.770004272461,242.205596923828,6.56440734863281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"154",alignment,540,179.574544110743,251.570007324219,242.812240600586,8.75776672363281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"155",alignment,530,179.574544110743,249.050003051758,242.508926391602,6.54107666015625,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"156",alignment,550,179.574544110743,251.410003662109,243.11555480957,8.29444885253906,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"157",alignment,560,179.574544110743,251.860000610352,243.418884277344,8.44111633300781,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"158",alignment,570,179.574544110743,252.619995117188,243.722198486328,8.89779663085938,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"159",alignment,580,179.574544110743,252.710006713867,244.025512695313,8.68449401855469,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"160",alignment,590,179.574544110743,253.320007324219,244.328842163086,8.99116516113281,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"161",alignment,600,179.574544110743,253.630004882813,244.63215637207,8.99784851074219,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"162",alignment,610,179.574544110743,254.220001220703,244.935485839844,9.28451538085938,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"163",alignment,620,179.574544110743,254.289993286133,245.403396606445,8.8865966796875,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"164",alignment,630,179.574544110743,254.520004272461,246.228149414063,8.29185485839844,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"165",alignment,640,179.574544110743,255.550003051758,247.052917480469,8.49708557128906,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"166",alignment,650,179.574544110743,256.5,247.87092590332,8.62907409667969,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"167",alignment,660,179.574544110743,256.709991455078,248.695678710938,8.01431274414063,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"168",alignment,670,179.574544110743,257.540008544922,249.520446777344,8.01956176757813,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"169",alignment,680,179.574544110743,256.209991455078,250.345199584961,5.86479187011719,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"170",alignment,690,179.574544110743,256.260009765625,251.169952392578,5.09005737304688,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"171",alignment,3270,179.574544110743,283.769989013672,266.453247070313,17.3167419433594,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"172",alignment,3280,179.574544110743,284.850006103516,266.780578613281,18.0694274902344,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"173",alignment,3290,179.574544110743,284.880004882813,267.107879638672,17.7721252441406,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"174",alignment,3300,179.574544110743,286.559997558594,267.435211181641,19.1247863769531,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"175",alignment,3310,179.574544110743,287.630004882813,267.762512207031,19.8674926757813,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"176",alignment,3320,179.574544110743,287.790008544922,268.08984375,19.7001647949219,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"177",alignment,3330,179.574544110743,287.950012207031,268.417144775391,19.5328674316406,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"178",alignment,3340,179.574544110743,288.100006103516,268.719635009766,19.38037109375,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"179",alignment,3350,179.574544110743,287.700012207031,269.046936035156,18.653076171875,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"180",alignment,3360,179.574544110743,287.600006103516,269.374237060547,18.2257690429688,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"181",alignment,3370,179.574544110743,287.899993896484,269.701568603516,18.1984252929688,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"182",alignment,3380,179.574544110743,287.5,270.028869628906,17.4711303710938,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"183",alignment,3390,179.574544110743,287.540008544922,270.356201171875,17.1838073730469,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"184",alignment,3400,179.574544110743,287.589996337891,270.683502197266,16.906494140625,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"185",alignment,3410,179.574544110743,287.739990234375,271.010833740234,16.7291564941406,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"186",alignment,3420,179.574544110743,287.959991455078,271.338134765625,16.6218566894531,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"187",alignment,3430,179.574544110743,288.200012207031,271.665435791016,16.5345764160156,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"188",alignment,3440,179.574544110743,288.510009765625,271.992767333984,16.5172424316406,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"189",alignment,3450,179.574544110743,288.859985351563,272.320068359375,16.5399169921875,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"190",alignment,3460,179.574544110743,289.239990234375,272.647399902344,16.5925903320313,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"191",alignment,3470,179.574544110743,289.890014648438,272.949859619141,16.9401550292969,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"192",alignment,3480,179.574544110743,289.920013427734,273.277160644531,16.6428527832031,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
"193",alignment,3490,179.574544110743,290.690002441406,273.6044921875,17.0855102539063,"7","9102",dfrsfkk,"Schmidthof-Formation, Frasnes-Knollenkalk","-","-",Kst,Kalkstein,"Kalkstein; wenig Mergelstein; wenig Tonstein",Devon,Oberdevon,"-",Frasnium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"464300",15922.4609881,2217093.65687
